"sf__Id","sf__Error",Id,Well_Type__c,Status__c,Production_Status__c,Total_Oil_Volume_12M__c,Total_Depth__c,True_Vertical_Depth__c,Formation__c,Spud_Date__c,Completion_Date__c,Last_Production_Date__c,Regulatory_District__c,API_Number__c
"a0Qak00000ktCebEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCebEAE","Injection","Producing","Flowing","65206.63","12671.14","11721.91","Niobrara","2025-05-20","2025-09-29","2026-06-28","PRD-01","63-128-11908-641"
"a0Qak00000ktChZEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktChZEAU","Oil","Producing","Artificial Lift","315.86","9711.22","6155.08","Tuscaloosa","2025-09-17","2026-01-10","2026-06-07","PRD-03","15-525-77174-642"
"a0Qak00000ktCYcEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCYcEAM","Oil","Suspended","Artificial Lift","9588.4","15496.08","14365.09","Woodford","2019-06-14","2019-09-13","2026-06-23","PRD-04","23-465-52384-643"
"a0Qak00000ktCexEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCexEAE","Water Disposal","Producing","Flowing","35555.61","8891.87","6762.9","Eagle Ford","2024-02-06","2024-07-27","2026-06-10","PRD-06","15-168-38647-644"
"a0Qak00000ktCdjEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdjEAE","Water Disposal","Producing","Flowing","78901.66","6018.14","4740.27","Monterey","2024-07-01","2024-10-26","2026-06-22","PRD-02","86-432-92689-645"
"a0Qak00000ktCY0EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCY0EAM","Oil","Shut-In","Abandoned","10558.95","11984.56","9855.79","Monterey","2016-04-05","2016-10-14","2025-09-27","PRD-02","52-118-89761-646"
"a0Qak00000ktCXxEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Plugged".:--","a0Qak00000ktCXxEAM","Oil","Plugged","Artificial Lift","7909.88","16901.77","13119.1","Bone Spring","2023-12-10","2024-05-07","2026-05-21","PRD-02","49-342-66164-647"
"a0Qak00000ktCX1EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCX1EAM","Oil","Suspended","Artificial Lift","4532.83","15723.22","13619.03","Fayetteville","2018-11-09","2019-11-05","2026-06-04","PRD-05","13-334-53420-649"
"a0Qak00000ktCduEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCduEAE","Water Disposal","Producing","Flowing","18514.81","14176.78","13410.27","Spraberry","2024-11-09","2025-10-16","2026-06-03","PRD-07","76-429-34057-650"
"a0Qak00000ktCXIEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCXIEA2","Oil","Shut-In","Artificial Lift","7628.81","19443.93","12020.96","Permian Basin","2021-12-13","2022-03-17","2026-04-15","PRD-03","85-662-36787-651"
"a0Qak00000ktCjAEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCjAEAU","Water Disposal","Producing","Flowing","4312.13","6368.19","5940.6","Niobrara","2025-08-09","2026-03-20","2026-06-25","PRD-08","66-532-76229-653"
"a0Qak00000ktCZrEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCZrEAM","Oil","Suspended","Flowing","12006.6","8237.73","6042.35","Tuscaloosa","2023-01-24","2023-07-26","2026-06-11","PRD-03","80-844-33029-654"
"a0Qak00000ktCWqEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCWqEAM","Oil","Producing","Shut-In","7077.25","12501.76","10152.79","Eagle Ford","2020-06-28","2020-10-05","2026-06-08","PRD-08","35-258-34854-655"
"a0Qak00000ktCZqEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCZqEAM","Oil","Producing","Flowing","11090.35","12491.09","9263.32","Woodford","2019-06-20","2020-01-27","2026-06-18","PRD-08","49-756-87110-656"
"a0Qak00000ktCaxEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCaxEAE","Oil","Producing","Flowing","14890.85","9493.73","8793.52","Permian Basin","2021-08-17","2022-04-27","2026-05-31","PRD-05","54-621-74044-657"
"a0Qak00000ktCbsEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbsEAE","Oil","Producing","Flowing","18750.8","8853.33","6625.96","Marcellus","2024-12-25","2025-09-25","2026-06-29","PRD-06","90-823-98660-658"
"a0Qak00000ktCWCEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCWCEA2","Oil","Producing","Shut-In","13564.44","14222.44","9473.4","Woodford","2021-12-16","2022-08-21","2026-06-22","PRD-05","74-645-96309-660"
"a0Qak00000ktCbEEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCbEEAU","Oil","Shut-In","Artificial Lift","2941.78","13900.68","8811.71","Spraberry","2016-01-09","2016-09-08","2025-09-05","PRD-07","93-395-66485-662"
"a0Qak00000ktCfmEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfmEAE","Gas","Producing","Flowing","60763.07","6980.21","4632.73","Eagle Ford","2024-04-10","2025-02-24","2026-06-04","PRD-04","33-305-17730-663"
"a0Qak00000ktCVtEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCVtEAM","Oil","Suspended","Artificial Lift","14752.73","18459.39","13923.1","Monterey","2017-04-06","2017-06-30","2026-06-03","PRD-03","20-400-21233-664"
"a0Qak00000ktCeeEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCeeEAE","Oil","Producing","Flowing","37239.87","10856.46","8329.77","Wolfcamp","2026-01-14","2026-02-17","2026-06-29","PRD-05","10-781-86342-665"
"a0Qak00000ktCenEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCenEAE","Injection","Producing","Flowing","15472.03","11029.85","10427.77","Spraberry","2024-11-27","2025-09-01","2026-06-15","PRD-06","87-539-54112-666"
"a0Qak00000ktCYYEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCYYEA2","Oil","Shut-In","Artificial Lift","5070.75","10875.16","7899.97","Woodford","2019-04-26","2020-04-02","2026-05-02","PRD-06","52-925-23130-667"
"a0Qak00000ktCc3EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCc3EAE","Injection","Producing","Artificial Lift","41117.54","13354.21","12336.12","Bakken","2024-06-22","2024-09-22","2026-06-03","PRD-05","99-869-42576-668"
"a0Qak00000ktCi6EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCi6EAE","Water Disposal","Producing","Shut-In","3924.31","8016.66","4899.07","Barnett","2025-12-05","2026-06-07","2026-06-04","PRD-08","31-556-25162-671"
"a0Qak00000ktCaoEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Plugged".:--","a0Qak00000ktCaoEAE","Oil","Plugged","Flowing","9209.85","15727.84","11512.05","Bone Spring","2019-03-22","2020-03-20","2025-07-07","PRD-07","39-328-43959-674"
"a0Qak00000ktCgDEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgDEAU","Oil","Producing","Flowing","20794.06","12405.81","11512.89","Bone Spring","2025-03-16","2026-02-02","2026-06-19","PRD-03","50-489-85617-675"
"a0Qak00000ktCXdEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCXdEAM","Oil","Producing","Shut-In","3252.94","12657.75","9471.72","Spraberry","2020-02-23","2020-05-27","2026-06-14","PRD-04","23-504-11204-676"
"a0Qak00000ktCeGEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCeGEAU","Oil","Producing","Flowing","24405.55","14428.9","12885.38","Barnett","2023-10-15","2024-07-04","2026-06-26","PRD-05","28-864-97208-677"
"a0Qak00000ktCYpEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCYpEAM","Oil","Shut-In","Artificial Lift","14859.86","9481.57","8997.03","Bone Spring","2017-04-24","2018-01-23","2025-07-12","PRD-04","73-398-59375-678"
"a0Qak00000ktCe9EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCe9EAE","Injection","Producing","Artificial Lift","24925.65","12167.66","10912.26","Monterey","2025-08-18","2025-10-13","2026-06-01","PRD-03","72-844-61355-679"
"a0Qak00000ktChUEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktChUEAU","Injection","Producing","Artificial Lift","4242.59","9937.44","7868.27","Niobrara","2025-06-14","2026-03-13","2026-06-19","PRD-07","60-173-79185-680"
"a0Qak00000ktCVwEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCVwEAM","Oil","Producing","Flowing","10666.08","14576.12","9242.16","Niobrara","2017-10-31","2017-12-27","2026-06-03","PRD-05","68-770-31455-681"
"a0Qak00000ktCYUEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCYUEA2","Oil","Producing","Abandoned","10351.96","10018.68","6208.74","Niobrara","2018-11-08","2019-03-09","2026-05-31","PRD-01","25-627-95209-683"
"a0Qak00000ktCd4EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCd4EAE","Water Disposal","Producing","Flowing","24656.94","12225.5","8383.64","Eagle Ford","2025-02-06","2025-09-27","2026-06-15","PRD-05","98-710-32608-684"
"a0Qak00000ktCiaEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCiaEAE","Oil","Producing","Shut-In","3353.68","3627.28","2765.02","Tuscaloosa","2025-06-03","2026-01-14","2026-06-22","PRD-08","57-111-25728-685"
"a0Qak00000ktCgTEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgTEAU","Gas","Producing","Flowing","67792.76","9885.63","7726.76","Utica","2023-11-29","2024-11-26","2026-06-27","PRD-04","94-220-33680-688"
"a0Qak00000ktCXmEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCXmEAM","Oil","Shut-In","Shut-In","8078.66","19832.23","14343.48","Fayetteville","2018-05-25","2018-10-09","2026-04-11","PRD-01","40-137-34651-691"
"a0Qak00000ktCW4EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCW4EAM","Oil","Producing","Flowing","3620.59","9610.5","7623.29","Utica","2020-01-01","2020-06-21","2026-06-26","PRD-07","19-663-43419-692"
"a0Qak00000ktCf1EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCf1EAE","Gas","Producing","Artificial Lift","25615.76","9560.68","8897.73","Wolfcamp","2024-12-09","2025-03-22","2026-06-13","PRD-04","19-744-45310-693"
"a0Qak00000ktCa2EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCa2EAE","Oil","Suspended","Shut-In","9892.68","14137.13","9293.96","Tuscaloosa","2022-04-03","2022-10-11","2026-06-05","PRD-07","58-126-89116-694"
"a0Qak00000ktCecEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCecEAE","Injection","Producing","Flowing","49545.56","11839.79","8789.55","Niobrara","2024-05-31","2024-08-14","2026-06-19","PRD-06","44-249-39591-695"
"a0Qak00000ktCdcEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdcEAE","Oil","Producing","Flowing","77970.28","8786.32","5594.7","Monterey","2025-09-28","2026-01-25","2026-06-14","PRD-05","85-941-74175-696"
"a0Qak00000ktCcBEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcBEAU","Injection","Producing","Flowing","15617.34","10135.65","6632.99","Permian Basin","2025-05-27","2026-01-05","2026-06-12","PRD-05","16-842-93780-698"
"a0Qak00000ktCWwEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCWwEAM","Oil","Shut-In","Artificial Lift","4932.09","17246.94","15450.43","Wolfcamp","2023-06-02","2023-08-10","2026-01-29","PRD-02","31-689-17525-700"
"a0Qak00000ktCfjEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfjEAE","Oil","Producing","Flowing","75423.29","13083.47","7899.06","Woodford","2023-09-21","2024-07-07","2026-06-01","PRD-03","71-609-77503-701"
"a0Qak00000ktCh7EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCh7EAE","Oil","Producing","Flowing","23665.72","8532.92","5271.79","Barnett","2025-01-11","2025-05-08","2026-06-19","PRD-02","53-795-42737-703"
"a0Qak00000ktCgFEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgFEAU","Gas","Producing","Artificial Lift","36355.87","8538.93","5138.76","Monterey","2025-04-01","2025-11-22","2026-06-19","PRD-01","22-541-74493-705"
"a0Qak00000ktCYPEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCYPEA2","Oil","Producing","Shut-In","2728.8","9486.11","7309.94","Permian Basin","2016-09-13","2017-02-18","2026-06-23","PRD-08","60-483-49227-706"
"a0Qak00000ktCXhEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCXhEAM","Oil","Producing","Flowing","8278.2","11233.78","10630.29","Wolfcamp","2019-04-07","2019-07-28","2026-06-26","PRD-06","65-105-57085-707"
"a0Qak00000ktCWfEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCWfEAM","Oil","Suspended","Shut-In","2104.65","11418.8","7385.54","Woodford","2020-08-28","2020-10-13","2026-06-25","PRD-04","71-781-44838-708"
"a0Qak00000ktCXOEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCXOEA2","Oil","Producing","Shut-In","7685.73","16180.84","10430.2","Spraberry","2019-03-26","2020-01-06","2026-06-07","PRD-07","26-212-24139-709"
"a0Qak00000ktCeIEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCeIEAU","Water Disposal","Producing","Artificial Lift","31103.57","6524.96","5082.51","Marcellus","2025-05-21","2025-08-17","2026-06-03","PRD-05","99-353-97337-711"
"a0Qak00000ktCYAEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCYAEA2","Oil","Producing","Shut-In","12244.31","16413.74","12734.06","Permian Basin","2021-06-22","2022-05-20","2026-06-10","PRD-03","39-223-27340-712"
"a0Qak00000ktCcTEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcTEAU","Water Disposal","Producing","Flowing","17657.79","5521.31","4751.99","Marcellus","2024-11-14","2025-08-12","2026-06-22","PRD-02","65-289-43064-715"
"a0Qak00000ktCfWEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfWEAU","Injection","Producing","Flowing","21297.67","5136.62","4073.95","Tuscaloosa","2025-07-03","2026-01-18","2026-06-19","PRD-06","85-641-89261-716"
"a0Qak00000ktCcxEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcxEAE","Oil","Producing","Flowing","52981.27","5872.31","3742.0","Wolfcamp","2024-06-23","2024-09-22","2026-06-29","PRD-04","34-821-68427-717"
"a0Qak00000ktCfXEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfXEAU","Injection","Producing","Flowing","37288.37","12253.51","11596.42","Marcellus","2024-08-15","2024-12-01","2026-06-29","PRD-03","34-528-82154-718"
"a0Qak00000ktCaEEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCaEEAU","Oil","Suspended","Flowing","12768.28","14724.15","10624.49","Niobrara","2018-07-04","2019-06-21","2026-06-08","PRD-02","65-169-73284-719"
"a0Qak00000ktCemEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCemEAE","Water Disposal","Producing","Shut-In","47751.51","5218.75","4225.64","Bone Spring","2025-07-25","2026-01-19","2026-06-29","PRD-01","98-294-62100-720"
"a0Qak00000ktCZxEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCZxEAM","Oil","Shut-In","Shut-In","628.49","19143.53","14921.97","Fayetteville","2015-09-30","2016-07-24","2026-01-19","PRD-05","38-403-45194-722"
"a0Qak00000ktCaGEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCaGEAU","Oil","Producing","Artificial Lift","9274.81","12429.32","7819.73","Bone Spring","2017-11-20","2018-05-04","2026-06-07","PRD-03","62-726-48652-724"
"a0Qak00000ktCYFEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCYFEA2","Oil","Producing","Artificial Lift","12330.87","17887.18","12105.11","Haynesville","2022-01-28","2022-07-08","2026-06-30","PRD-02","98-491-95698-725"
"a0Qak00000ktCdSEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdSEAU","Water Disposal","Producing","Artificial Lift","54282.21","7061.59","5329.84","Niobrara","2025-04-17","2025-08-29","2026-06-12","PRD-07","29-556-40372-726"
"a0Qak00000ktCgVEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgVEAU","Oil","Producing","Shut-In","21089.92","6815.14","4530.43","Tuscaloosa","2025-07-29","2025-12-02","2026-06-12","PRD-08","33-763-46968-727"
"a0Qak00000ktCcQEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcQEAU","Gas","Producing","Artificial Lift","68137.45","11873.67","7904.86","Permian Basin","2025-07-14","2026-03-19","2026-06-23","PRD-08","92-512-23137-728"
"a0Qak00000ktCgiEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgiEAE","Water Disposal","Producing","Artificial Lift","15877.3","14663.61","13712.91","Eagle Ford","2024-05-03","2024-11-22","2026-06-03","PRD-02","35-242-72970-730"
"a0Qak00000ktCZOEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCZOEA2","Oil","Suspended","Artificial Lift","7444.17","10925.71","8633.87","Haynesville","2016-08-13","2017-06-17","2026-06-27","PRD-01","15-205-81387-731"
"a0Qak00000ktCb5EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCb5EAE","Oil","Producing","Shut-In","12629.01","9702.02","8918.66","Bakken","2021-04-11","2021-12-15","2026-06-18","PRD-03","55-771-47597-732"
"a0Qak00000ktCfFEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfFEAU","Oil","Producing","Artificial Lift","40008.35","13842.24","12291.56","Eagle Ford","2024-09-19","2025-01-13","2026-06-27","PRD-04","23-388-56833-733"
"a0Qak00000ktCZNEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCZNEA2","Oil","Shut-In","Artificial Lift","13888.13","19038.48","17390.8","Utica","2022-06-22","2022-10-21","2025-10-24","PRD-06","86-285-99054-734"
"a0Qak00000ktCWyEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCWyEAM","Oil","Shut-In","Flowing","10463.83","15497.1","10854.97","Monterey","2022-11-15","2023-05-02","2025-09-18","PRD-06","43-930-20009-735"
"a0Qak00000ktCaJEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCaJEAU","Oil","Suspended","Flowing","14681.72","17333.41","11289.36","Permian Basin","2019-05-31","2020-02-13","2026-06-07","PRD-08","18-215-85739-736"
"a0Qak00000ktCcVEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcVEAU","Injection","Producing","Artificial Lift","24403.41","8230.53","5305.71","Spraberry","2024-10-04","2025-05-02","2026-06-20","PRD-08","64-592-64256-737"
"a0Qak00000ktCb6EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCb6EAE","Oil","Producing","Flowing","13863.27","12598.22","9981.18","Fayetteville","2017-09-27","2018-07-06","2026-06-13","PRD-04","59-185-86148-738"
"a0Qak00000ktCZfEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Plugged".:--","a0Qak00000ktCZfEAM","Oil","Plugged","Flowing","1363.87","12192.17","10937.14","Tuscaloosa","2022-06-11","2022-12-08","2025-10-08","PRD-03","80-531-41784-740"
"a0Qak00000ktCWoEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCWoEAM","Oil","Producing","Artificial Lift","11331.43","9406.83","7934.88","Permian Basin","2020-02-23","2020-04-06","2026-06-08","PRD-07","57-155-23894-741"
"a0Qak00000ktCbFEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCbFEAU","Oil","Shut-In","Artificial Lift","12642.84","18445.72","11262.31","Niobrara","2022-09-21","2022-11-30","2026-01-26","PRD-02","11-682-64590-742"
"a0Qak00000ktCZVEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCZVEA2","Oil","Producing","Artificial Lift","13276.78","8385.43","7235.76","Fayetteville","2022-08-09","2022-09-13","2026-06-18","PRD-07","97-996-69545-744"
"a0Qak00000ktCf5EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCf5EAE","Water Disposal","Producing","Artificial Lift","74744.76","10018.72","8498.61","Woodford","2025-07-06","2025-12-22","2026-06-28","PRD-07","26-860-37769-745"
"a0Qak00000ktCgSEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgSEAU","Gas","Producing","Artificial Lift","57032.07","6947.31","4431.97","Eagle Ford","2024-06-21","2025-05-25","2026-06-06","PRD-06","13-345-46989-747"
"a0Qak00000ktCaLEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCaLEAU","Oil","Shut-In","Artificial Lift","9158.11","17078.26","12094.69","Fayetteville","2021-04-05","2022-03-27","2026-05-15","PRD-04","44-187-84727-748"
"a0Qak00000ktCc9EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCc9EAE","Injection","Producing","Flowing","66364.67","5456.81","3874.9","Haynesville","2025-10-23","2026-05-23","2026-06-06","PRD-05","60-612-35543-749"
"a0Qak00000ktCYaEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCYaEAM","Oil","Shut-In","Flowing","4706.73","9818.45","7482.51","Monterey","2017-04-08","2017-06-24","2026-02-02","PRD-04","97-769-28463-751"
"a0Qak00000ktCjVEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCjVEAU","Water Disposal","Producing","Flowing","4818.34","6614.11","5655.41","Wolfcamp","2025-07-27","2026-02-16","2026-06-16","PRD-03","53-397-57227-752"
"a0Qak00000ktCYiEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCYiEAM","Oil","Shut-In","Artificial Lift","1531.44","16527.86","12581.99","Barnett","2020-12-04","2021-08-17","2025-07-03","PRD-03","25-682-73997-755"
"a0Qak00000ktCfwEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfwEAE","Injection","Producing","Flowing","71909.87","11825.56","9664.02","Wolfcamp","2025-10-30","2026-04-03","2026-06-08","PRD-01","29-973-23801-757"
"a0Qak00000ktCX4EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCX4EAM","Oil","Producing","Shut-In","12880.52","10676.62","9672.54","Wolfcamp","2022-11-18","2023-06-14","2026-06-16","PRD-08","92-647-70929-758"
